worker_id,full_name,department,job_role,salary,tenure,employment_status,account_number,attendance_score,last_verification
HRA-819,Staff 819,Sales,Sales Executive,63888,3,Terminated,0122000591,80,2026-04-15
HRA-820,Staff 820,Research & Development,Manager,201024,26,Active,0122000592,82,2026-04-15
HRA-823,Staff 823,Research & Development,Manufacturing Director,62736,9,Active,0122000593,90,2026-04-15
HRA-824,Staff 824,Research & Development,Research Scientist,32400,10,Active,0122000594,85,2026-04-15
HRA-825,Staff 825,Research & Development,Research Director,230952,31,Terminated,0122000595,84,2026-04-15
HRA-826,Staff 826,Research & Development,Research Scientist,30072,2,Active,0122000596,89,2026-04-15
HRA-827,Staff 827,Research & Development,Manufacturing Director,72744,4,Active,0122000597,84,2026-04-15
HRA-828,Staff 828,Research & Development,Research Scientist,52584,2,Terminated,0122000598,99,2026-04-15
HRA-829,Staff 829,Human Resources,Human Resources,25716,5,Active,0122000599,83,2026-04-15
HRA-830,Staff 830,Research & Development,Manufacturing Director,73944,14,Active,0122000600,83,2026-04-15
HRA-832,Staff 832,Research & Development,Laboratory Technician,61128,1,Active,0122000601,84,2026-04-15
HRA-833,Staff 833,Research & Development,Manufacturing Director,82524,0,Active,0122000602,97,2026-04-15
HRA-834,Staff 834,Research & Development,Research Scientist,27288,1,Active,0122000603,84,2026-04-15
HRA-836,Staff 836,Research & Development,Manufacturing Director,53208,9,Active,0122000604,81,2026-04-15
HRA-837,Staff 837,Research & Development,Healthcare Representative,75456,4,Active,0122000605,95,2026-04-15
HRA-838,Staff 838,Research & Development,Research Scientist,30636,5,Active,0122000606,99,2026-04-15
HRA-840,Staff 840,Sales,Sales Executive,91848,9,Terminated,0122000607,82,2026-04-15
HRA-842,Staff 842,Sales,Sales Executive,61920,9,Terminated,0122000608,90,2026-04-15
HRA-843,Staff 843,Research & Development,Research Director,205908,4,Active,0122000609,86,2026-04-15
HRA-844,Staff 844,Research & Development,Research Director,153696,9,Active,0122000610,91,2026-04-15
HRA-845,Staff 845,Research & Development,Manufacturing Director,122652,8,Active,0122000611,85,2026-04-15
HRA-846,Staff 846,Sales,Sales Executive,57348,8,Active,0122000612,81,2026-04-15
HRA-847,Staff 847,Human Resources,Human Resources,44844,3,Active,0122000613,80,2026-04-15
HRA-848,Staff 848,Research & Development,Research Scientist,28392,8,Terminated,0122000614,99,2026-04-15
HRA-850,Staff 850,Research & Development,Research Scientist,20472,0,Active,0122000615,80,2026-04-15
HRA-851,Staff 851,Sales,Manager,195684,20,Active,0122000616,85,2026-04-15
HRA-852,Staff 852,Research & Development,Healthcare Representative,71196,5,Active,0122000617,98,2026-04-15
HRA-854,Staff 854,Research & Development,Research Scientist,41088,4,Active,0122000618,85,2026-04-15
HRA-855,Staff 855,Sales,Sales Executive,48444,9,Active,0122000619,96,2026-04-15
HRA-856,Staff 856,Research & Development,Research Scientist,30708,6,Active,0122000620,94,2026-04-15
HRA-857,Staff 857,Sales,Sales Executive,74412,18,Active,0122000621,93,2026-04-15
HRA-859,Staff 859,Sales,Sales Executive,52836,5,Active,0122000622,82,2026-04-15
HRA-861,Staff 861,Research & Development,Research Scientist,45132,5,Active,0122000623,95,2026-04-15
HRA-862,Staff 862,Sales,Sales Executive,131208,5,Active,0122000624,86,2026-04-15
HRA-864,Staff 864,Sales,Sales Executive,129132,5,Active,0122000625,95,2026-04-15
HRA-865,Staff 865,Research & Development,Research Scientist,62100,5,Active,0122000626,87,2026-04-15
HRA-867,Staff 867,Research & Development,Manufacturing Director,165912,9,Active,0122000627,82,2026-04-15
HRA-868,Staff 868,Sales,Sales Executive,76008,1,Active,0122000628,96,2026-04-15
HRA-869,Staff 869,Human Resources,Human Resources,59232,5,Active,0122000629,90,2026-04-15
HRA-872,Staff 872,Research & Development,Manufacturing Director,57300,2,Active,0122000630,92,2026-04-15
HRA-874,Staff 874,Research & Development,Laboratory Technician,33816,3,Active,0122000631,83,2026-04-15
HRA-875,Staff 875,Research & Development,Research Scientist,30180,2,Active,0122000632,84,2026-04-15
HRA-878,Staff 878,Human Resources,Human Resources,28104,5,Active,0122000633,83,2026-04-15
HRA-879,Staff 879,Sales,Sales Executive,50328,5,Active,0122000634,91,2026-04-15
HRA-880,Staff 880,Research & Development,Manufacturing Director,128220,17,Active,0122000635,82,2026-04-15
HRA-881,Staff 881,Research & Development,Research Scientist,24264,10,Terminated,0122000636,93,2026-04-15
HRA-882,Staff 882,Research & Development,Laboratory Technician,27768,3,Active,0122000637,89,2026-04-15
HRA-885,Staff 885,Sales,Sales Executive,51072,5,Active,0122000638,87,2026-04-15
HRA-887,Staff 887,Research & Development,Research Scientist,42960,4,Active,0122000639,99,2026-04-15
HRA-888,Staff 888,Research & Development,Laboratory Technician,37944,5,Active,0122000640,91,2026-04-15
HRA-889,Staff 889,Sales,Sales Executive,78288,10,Active,0122000641,88,2026-04-15
HRA-893,Staff 893,Sales,Sales Representative,34788,2,Active,0122000642,98,2026-04-15
HRA-894,Staff 894,Research & Development,Laboratory Technician,62772,5,Active,0122000643,83,2026-04-15
HRA-895,Staff 895,Research & Development,Research Scientist,28272,6,Active,0122000644,98,2026-04-15
HRA-896,Staff 896,Sales,Sales Representative,33600,3,Terminated,0122000645,90,2026-04-15
HRA-897,Staff 897,Sales,Sales Executive,142032,2,Active,0122000646,80,2026-04-15
HRA-899,Staff 899,Research & Development,Manufacturing Director,130836,13,Active,0122000647,86,2026-04-15
HRA-900,Staff 900,Sales,Sales Representative,35676,5,Active,0122000648,85,2026-04-15
HRA-901,Staff 901,Research & Development,Research Director,171300,12,Active,0122000649,97,2026-04-15
HRA-902,Staff 902,Research & Development,Healthcare Representative,66744,5,Active,0122000650,95,2026-04-15
HRA-903,Staff 903,Sales,Sales Executive,54444,7,Active,0122000651,89,2026-04-15
HRA-904,Staff 904,Sales,Sales Executive,91704,10,Active,0122000652,97,2026-04-15
HRA-905,Staff 905,Research & Development,Manager,215088,31,Active,0122000653,95,2026-04-15
HRA-909,Staff 909,Human Resources,Human Resources,62448,5,Active,0122000654,94,2026-04-15
HRA-910,Staff 910,Human Resources,Human Resources,27324,4,Active,0122000655,91,2026-04-15
HRA-911,Staff 911,Research & Development,Laboratory Technician,33540,1,Terminated,0122000656,90,2026-04-15
HRA-912,Staff 912,Research & Development,Laboratory Technician,30384,4,Active,0122000657,96,2026-04-15
HRA-913,Staff 913,Research & Development,Research Scientist,30708,8,Active,0122000658,95,2026-04-15
HRA-916,Staff 916,Sales,Sales Executive,58896,4,Active,0122000659,82,2026-04-15
HRA-918,Staff 918,Research & Development,Laboratory Technician,28560,1,Terminated,0122000660,84,2026-04-15
HRA-920,Staff 920,Research & Development,Manufacturing Director,57180,1,Active,0122000661,89,2026-04-15
HRA-922,Staff 922,Sales,Sales Representative,24528,2,Terminated,0122000662,85,2026-04-15
HRA-923,Staff 923,Research & Development,Research Scientist,32316,1,Terminated,0122000663,89,2026-04-15
HRA-924,Staff 924,Research & Development,Healthcare Representative,79032,16,Active,0122000664,82,2026-04-15
HRA-925,Staff 925,Sales,Sales Representative,39528,3,Active,0122000665,93,2026-04-15
HRA-926,Staff 926,Research & Development,Manufacturing Director,50052,3,Terminated,0122000666,99,2026-04-15
HRA-927,Staff 927,Research & Development,Laboratory Technician,33336,7,Terminated,0122000667,93,2026-04-15
HRA-930,Staff 930,Research & Development,Research Scientist,28524,2,Active,0122000668,85,2026-04-15
HRA-932,Staff 932,Research & Development,Laboratory Technician,28848,2,Terminated,0122000669,91,2026-04-15
HRA-933,Staff 933,Research & Development,Research Scientist,27816,1,Active,0122000670,85,2026-04-15
HRA-934,Staff 934,Research & Development,Laboratory Technician,24096,1,Active,0122000671,97,2026-04-15
HRA-936,Staff 936,Sales,Sales Executive,74928,5,Active,0122000672,89,2026-04-15
HRA-939,Staff 939,Research & Development,Research Scientist,33588,3,Active,0122000673,84,2026-04-15
HRA-940,Staff 940,Research & Development,Healthcare Representative,126624,6,Active,0122000674,94,2026-04-15
HRA-941,Staff 941,Sales,Sales Representative,27948,7,Active,0122000675,89,2026-04-15
HRA-942,Staff 942,Research & Development,Healthcare Representative,48168,10,Active,0122000676,85,2026-04-15
HRA-944,Staff 944,Research & Development,Laboratory Technician,88836,26,Active,0122000677,86,2026-04-15
HRA-945,Staff 945,Research & Development,Research Scientist,27108,0,Active,0122000678,80,2026-04-15
HRA-947,Staff 947,Sales,Sales Executive,83184,9,Active,0122000679,83,2026-04-15
HRA-949,Staff 949,Research & Development,Research Scientist,56136,6,Active,0122000680,98,2026-04-15
HRA-950,Staff 950,Research & Development,Research Director,162984,15,Active,0122000681,87,2026-04-15
HRA-951,Staff 951,Research & Development,Laboratory Technician,27984,3,Active,0122000682,83,2026-04-15
HRA-952,Staff 952,Sales,Sales Representative,28956,1,Terminated,0122000683,94,2026-04-15
HRA-954,Staff 954,Sales,Sales Executive,116460,1,Active,0122000684,91,2026-04-15
HRA-956,Staff 956,Sales,Sales Executive,51528,7,Active,0122000685,89,2026-04-15
HRA-957,Staff 957,Research & Development,Laboratory Technician,56652,18,Active,0122000686,94,2026-04-15
HRA-958,Staff 958,Research & Development,Laboratory Technician,30228,11,Active,0122000687,93,2026-04-15
HRA-959,Staff 959,Sales,Sales Representative,25452,1,Terminated,0122000688,97,2026-04-15
HRA-960,Staff 960,Research & Development,Laboratory Technician,35676,1,Terminated,0122000689,85,2026-04-15
HRA-961,Staff 961,Research & Development,Healthcare Representative,70260,9,Active,0122000690,88,2026-04-15
HRA-964,Staff 964,Research & Development,Research Scientist,43404,1,Active,0122000691,99,2026-04-15
HRA-966,Staff 966,Research & Development,Manufacturing Director,80700,8,Active,0122000692,90,2026-04-15
HRA-967,Staff 967,Sales,Sales Executive,123900,16,Terminated,0122000693,96,2026-04-15
HRA-969,Staff 969,Research & Development,Healthcare Representative,83388,5,Active,0122000694,85,2026-04-15
HRA-970,Staff 970,Sales,Sales Executive,127308,14,Terminated,0122000695,82,2026-04-15
HRA-972,Staff 972,Research & Development,Laboratory Technician,53364,9,Active,0122000696,81,2026-04-15
HRA-974,Staff 974,Sales,Sales Representative,25884,3,Active,0122000697,87,2026-04-15
HRA-975,Staff 975,Sales,Sales Executive,55212,5,Active,0122000698,90,2026-04-15
HRA-976,Staff 976,Research & Development,Manager,205188,9,Active,0122000699,99,2026-04-15
HRA-977,Staff 977,Research & Development,Research Scientist,29748,1,Terminated,0122000700,96,2026-04-15
HRA-981,Staff 981,Sales,Manager,178224,17,Active,0122000701,96,2026-04-15
HRA-982,Staff 982,Sales,Sales Executive,87168,8,Active,0122000702,88,2026-04-15
HRA-983,Staff 983,Sales,Sales Executive,67992,5,Active,0122000703,83,2026-04-15
HRA-984,Staff 984,Sales,Sales Executive,93876,10,Active,0122000704,86,2026-04-15
HRA-985,Staff 985,Sales,Sales Executive,94560,8,Active,0122000705,87,2026-04-15
HRA-986,Staff 986,Sales,Sales Executive,158328,1,Terminated,0122000706,97,2026-04-15
HRA-987,Staff 987,Research & Development,Manufacturing Director,60804,19,Active,0122000707,91,2026-04-15
HRA-990,Staff 990,Sales,Sales Executive,60948,7,Active,0122000708,91,2026-04-15
HRA-991,Staff 991,Research & Development,Research Scientist,27852,3,Terminated,0122000709,90,2026-04-15
HRA-992,Staff 992,Sales,Manager,209328,10,Active,0122000710,97,2026-04-15
HRA-994,Staff 994,Research & Development,Research Scientist,28848,0,Terminated,0122000711,97,2026-04-15
HRA-995,Staff 995,Research & Development,Research Scientist,41424,3,Active,0122000712,81,2026-04-15
HRA-996,Staff 996,Research & Development,Laboratory Technician,27240,5,Active,0122000713,90,2026-04-15
HRA-997,Staff 997,Research & Development,Research Director,208788,5,Active,0122000714,86,2026-04-15
HRA-998,Staff 998,Research & Development,Healthcare Representative,65856,6,Active,0122000715,92,2026-04-15
HRA-999,Staff 999,Research & Development,Research Director,233028,18,Active,0122000716,99,2026-04-15
HRA-1001,Staff 1001,Research & Development,Laboratory Technician,33732,2,Active,0122000717,86,2026-04-15
HRA-1002,Staff 1002,Research & Development,Laboratory Technician,43596,9,Active,0122000718,84,2026-04-15
HRA-1003,Staff 1003,Sales,Sales Executive,49956,9,Active,0122000719,96,2026-04-15
HRA-1004,Staff 1004,Research & Development,Research Scientist,25584,5,Terminated,0122000720,89,2026-04-15
HRA-1005,Staff 1005,Research & Development,Manufacturing Director,167676,12,Active,0122000721,83,2026-04-15
HRA-1006,Staff 1006,Research & Development,Research Scientist,32208,2,Active,0122000722,88,2026-04-15
HRA-1007,Staff 1007,Research & Development,Manufacturing Director,130140,8,Active,0122000723,90,2026-04-15
HRA-1009,Staff 1009,Research & Development,Manufacturing Director,52524,4,Active,0122000724,96,2026-04-15
HRA-1010,Staff 1010,Research & Development,Laboratory Technician,44916,4,Terminated,0122000725,85,2026-04-15
HRA-1011,Staff 1011,Research & Development,Manufacturing Director,49776,4,Active,0122000726,87,2026-04-15
HRA-1012,Staff 1012,Research & Development,Research Scientist,12612,0,Active,0122000727,84,2026-04-15
HRA-1013,Staff 1013,Research & Development,Manufacturing Director,128868,10,Active,0122000728,89,2026-04-15
HRA-1014,Staff 1014,Research & Development,Healthcare Representative,124656,16,Active,0122000729,89,2026-04-15
HRA-1015,Staff 1015,Research & Development,Research Director,136992,8,Active,0122000730,87,2026-04-15
HRA-1016,Staff 1016,Research & Development,Research Scientist,31200,1,Terminated,0122000731,98,2026-04-15
HRA-1017,Staff 1017,Research & Development,Laboratory Technician,29064,3,Terminated,0122000732,97,2026-04-15
HRA-1018,Staff 1018,Research & Development,Manufacturing Director,65664,8,Active,0122000733,97,2026-04-15
HRA-1019,Staff 1019,Research & Development,Laboratory Technician,29412,4,Active,0122000734,98,2026-04-15
HRA-1022,Staff 1022,Research & Development,Healthcare Representative,50880,2,Active,0122000735,81,2026-04-15
HRA-1024,Staff 1024,Research & Development,Healthcare Representative,131988,15,Active,0122000736,82,2026-04-15
HRA-1025,Staff 1025,Research & Development,Manufacturing Director,60036,2,Active,0122000737,95,2026-04-15
HRA-1026,Staff 1026,Research & Development,Manufacturing Director,152904,21,Active,0122000738,91,2026-04-15
HRA-1027,Staff 1027,Research & Development,Manufacturing Director,50724,3,Active,0122000739,83,2026-04-15
HRA-1028,Staff 1028,Research & Development,Laboratory Technician,47004,3,Active,0122000740,91,2026-04-15
HRA-1029,Staff 1029,Sales,Manager,219636,1,Active,0122000741,98,2026-04-15
HRA-1030,Staff 1030,Research & Development,Laboratory Technician,28560,1,Active,0122000742,82,2026-04-15
HRA-1032,Staff 1032,Research & Development,Manufacturing Director,164712,5,Active,0122000743,97,2026-04-15
HRA-1033,Staff 1033,Research & Development,Healthcare Representative,57324,1,Terminated,0122000744,94,2026-04-15
HRA-1034,Staff 1034,Research & Development,Healthcare Representative,76620,8,Active,0122000745,81,2026-04-15
HRA-1035,Staff 1035,Research & Development,Research Director,239676,21,Active,0122000746,88,2026-04-15
HRA-1036,Staff 1036,Sales,Sales Executive,82332,1,Active,0122000747,88,2026-04-15
HRA-1037,Staff 1037,Sales,Sales Executive,59628,2,Terminated,0122000748,81,2026-04-15
HRA-1038,Staff 1038,Sales,Manager,238140,32,Terminated,0122000749,87,2026-04-15
HRA-1039,Staff 1039,Sales,Sales Executive,159840,12,Active,0122000750,85,2026-04-15
HRA-1040,Staff 1040,Sales,Sales Executive,76164,18,Active,0122000751,90,2026-04-15
HRA-1042,Staff 1042,Research & Development,Laboratory Technician,32916,17,Terminated,0122000752,88,2026-04-15
HRA-1043,Staff 1043,Research & Development,Manufacturing Director,130560,21,Active,0122000753,84,2026-04-15
HRA-1044,Staff 1044,Sales,Sales Representative,28104,2,Active,0122000754,82,2026-04-15
HRA-1045,Staff 1045,Sales,Manager,211800,9,Active,0122000755,88,2026-04-15
HRA-1046,Staff 1046,Research & Development,Laboratory Technician,48300,8,Active,0122000756,80,2026-04-15
HRA-1047,Staff 1047,Sales,Sales Executive,116700,15,Active,0122000757,89,2026-04-15
HRA-1048,Staff 1048,Sales,Manager,142848,6,Active,0122000758,86,2026-04-15
HRA-1049,Staff 1049,Human Resources,Human Resources,26124,6,Active,0122000759,80,2026-04-15
HRA-1050,Staff 1050,Sales,Sales Executive,90300,15,Active,0122000760,95,2026-04-15
HRA-1052,Staff 1052,Research & Development,Laboratory Technician,58008,1,Terminated,0122000761,99,2026-04-15
HRA-1053,Staff 1053,Research & Development,Research Scientist,24504,3,Terminated,0122000762,90,2026-04-15
HRA-1055,Staff 1055,Sales,Sales Representative,26640,1,Active,0122000763,84,2026-04-15
HRA-1056,Staff 1056,Sales,Sales Representative,12624,1,Active,0122000764,93,2026-04-15
HRA-1060,Staff 1060,Research & Development,Research Scientist,33852,2,Active,0122000765,91,2026-04-15
HRA-1061,Staff 1061,Research & Development,Research Director,230844,8,Active,0122000766,87,2026-04-15
HRA-1062,Staff 1062,Research & Development,Healthcare Representative,49284,4,Active,0122000767,88,2026-04-15
HRA-1066,Staff 1066,Sales,Sales Executive,100752,7,Active,0122000768,86,2026-04-15
HRA-1068,Staff 1068,Research & Development,Research Scientist,24084,5,Active,0122000769,87,2026-04-15
HRA-1069,Staff 1069,Research & Development,Research Director,235524,2,Active,0122000770,92,2026-04-15
HRA-1070,Staff 1070,Sales,Sales Executive,128232,9,Active,0122000771,92,2026-04-15
HRA-1071,Staff 1071,Research & Development,Research Scientist,35304,5,Active,0122000772,98,2026-04-15
HRA-1073,Staff 1073,Research & Development,Manufacturing Director,106296,14,Active,0122000773,86,2026-04-15
HRA-1074,Staff 1074,Research & Development,Manager,201072,9,Active,0122000774,81,2026-04-15
HRA-1076,Staff 1076,Sales,Sales Executive,129576,1,Active,0122000775,93,2026-04-15
HRA-1077,Staff 1077,Sales,Sales Representative,27876,2,Terminated,0122000776,91,2026-04-15
HRA-1079,Staff 1079,Research & Development,Laboratory Technician,16992,1,Terminated,0122000777,91,2026-04-15
HRA-1080,Staff 1080,Research & Development,Research Scientist,55380,16,Active,0122000778,94,2026-04-15
HRA-1081,Staff 1081,Research & Development,Research Scientist,29532,10,Terminated,0122000779,95,2026-04-15
HRA-1082,Staff 1082,Research & Development,Healthcare Representative,104664,10,Terminated,0122000780,99,2026-04-15
HRA-1083,Staff 1083,Research & Development,Laboratory Technician,47460,5,Active,0122000781,84,2026-04-15
HRA-1084,Staff 1084,Research & Development,Manufacturing Director,119484,6,Active,0122000782,92,2026-04-15
HRA-1085,Staff 1085,Research & Development,Research Scientist,40512,10,Active,0122000783,95,2026-04-15
HRA-1088,Staff 1088,Research & Development,Healthcare Representative,105876,19,Active,0122000784,91,2026-04-15
HRA-1092,Staff 1092,Research & Development,Healthcare Representative,123864,11,Active,0122000785,92,2026-04-15
HRA-1094,Staff 1094,Research & Development,Laboratory Technician,55452,3,Active,0122000786,94,2026-04-15
HRA-1096,Staff 1096,Research & Development,Manufacturing Director,131712,3,Active,0122000787,91,2026-04-15
HRA-1097,Staff 1097,Research & Development,Research Scientist,43920,8,Active,0122000788,92,2026-04-15
HRA-1098,Staff 1098,Human Resources,Human Resources,125784,20,Terminated,0122000789,86,2026-04-15
HRA-1099,Staff 1099,Research & Development,Healthcare Representative,85428,3,Active,0122000790,86,2026-04-15
HRA-1100,Staff 1100,Sales,Sales Executive,114984,8,Terminated,0122000791,86,2026-04-15
HRA-1101,Staff 1101,Research & Development,Research Scientist,54096,13,Terminated,0122000792,96,2026-04-15
HRA-1102,Staff 1102,Research & Development,Laboratory Technician,26484,4,Active,0122000793,93,2026-04-15
HRA-1103,Staff 1103,Research & Development,Healthcare Representative,93072,6,Active,0122000794,80,2026-04-15
HRA-1105,Staff 1105,Sales,Sales Executive,80328,1,Active,0122000795,91,2026-04-15
HRA-1106,Staff 1106,Research & Development,Laboratory Technician,44292,7,Terminated,0122000796,81,2026-04-15
HRA-1107,Staff 1107,Research & Development,Laboratory Technician,28524,1,Terminated,0122000797,98,2026-04-15
HRA-1108,Staff 1108,Research & Development,Research Scientist,27756,2,Terminated,0122000798,93,2026-04-15
HRA-1109,Staff 1109,Research & Development,Manager,211980,22,Active,0122000799,87,2026-04-15
HRA-1111,Staff 1111,Research & Development,Laboratory Technician,31152,1,Terminated,0122000800,91,2026-04-15
HRA-1113,Staff 1113,Sales,Sales Executive,56736,0,Terminated,0122000801,94,2026-04-15
HRA-1114,Staff 1114,Sales,Sales Executive,51624,3,Active,0122000802,90,2026-04-15
HRA-1115,Staff 1115,Research & Development,Research Scientist,35748,0,Active,0122000803,90,2026-04-15
HRA-1116,Staff 1116,Research & Development,Manager,202620,5,Active,0122000804,85,2026-04-15
HRA-1117,Staff 1117,Sales,Sales Executive,67116,15,Active,0122000805,82,2026-04-15
HRA-1118,Staff 1118,Research & Development,Healthcare Representative,125340,8,Active,0122000806,99,2026-04-15
HRA-1119,Staff 1119,Sales,Sales Executive,104880,8,Active,0122000807,94,2026-04-15
HRA-1120,Staff 1120,Research & Development,Research Scientist,30168,7,Active,0122000808,94,2026-04-15
HRA-1121,Staff 1121,Research & Development,Manufacturing Director,91860,9,Active,0122000809,94,2026-04-15
HRA-1124,Staff 1124,Sales,Manager,209580,12,Active,0122000810,97,2026-04-15
HRA-1125,Staff 1125,Sales,Sales Executive,88212,1,Active,0122000811,91,2026-04-15
HRA-1126,Staff 1126,Research & Development,Manufacturing Director,129840,8,Active,0122000812,93,2026-04-15
HRA-1127,Staff 1127,Research & Development,Healthcare Representative,146028,18,Terminated,0122000813,87,2026-04-15
HRA-1128,Staff 1128,Research & Development,Research Director,235512,20,Active,0122000814,81,2026-04-15
HRA-1131,Staff 1131,Research & Development,Research Scientist,24840,2,Active,0122000815,91,2026-04-15
HRA-1132,Staff 1132,Research & Development,Laboratory Technician,81384,5,Active,0122000816,80,2026-04-15
HRA-1133,Staff 1133,Research & Development,Manufacturing Director,93348,11,Active,0122000817,84,2026-04-15
HRA-1135,Staff 1135,Sales,Sales Representative,33492,2,Active,0122000818,92,2026-04-15
HRA-1136,Staff 1136,Research & Development,Research Scientist,38412,5,Active,0122000819,89,2026-04-15
HRA-1137,Staff 1137,Sales,Sales Executive,59616,5,Active,0122000820,82,2026-04-15
HRA-1138,Staff 1138,Sales,Sales Executive,157440,9,Active,0122000821,80,2026-04-15
HRA-1140,Staff 1140,Research & Development,Manufacturing Director,48396,3,Active,0122000822,93,2026-04-15
HRA-1143,Staff 1143,Research & Development,Research Scientist,39492,7,Active,0122000823,88,2026-04-15
HRA-1148,Staff 1148,Research & Development,Laboratory Technician,51264,1,Active,0122000824,93,2026-04-15
HRA-1150,Staff 1150,Research & Development,Manufacturing Director,60672,10,Active,0122000825,83,2026-04-15
HRA-1152,Staff 1152,Human Resources,Human Resources,34128,7,Active,0122000826,89,2026-04-15
HRA-1154,Staff 1154,Research & Development,Research Scientist,32436,3,Active,0122000827,95,2026-04-15
HRA-1156,Staff 1156,Research & Development,Laboratory Technician,22848,0,Terminated,0122000828,92,2026-04-15
HRA-1157,Staff 1157,Sales,Sales Executive,98688,5,Terminated,0122000829,81,2026-04-15
HRA-1158,Staff 1158,Research & Development,Laboratory Technician,57192,1,Active,0122000830,90,2026-04-15
HRA-1160,Staff 1160,Research & Development,Laboratory Technician,31320,2,Terminated,0122000831,97,2026-04-15
HRA-1161,Staff 1161,Research & Development,Healthcare Representative,68772,6,Active,0122000832,90,2026-04-15
HRA-1162,Staff 1162,Research & Development,Research Scientist,30468,4,Active,0122000833,90,2026-04-15
HRA-1163,Staff 1163,Sales,Sales Executive,68568,6,Active,0122000834,80,2026-04-15
HRA-1164,Staff 1164,Human Resources,Human Resources,51876,5,Active,0122000835,97,2026-04-15
HRA-1165,Staff 1165,Sales,Sales Executive,88032,11,Terminated,0122000836,92,2026-04-15
HRA-1166,Staff 1166,Research & Development,Research Director,161988,18,Active,0122000837,86,2026-04-15
HRA-1167,Staff 1167,Sales,Sales Executive,165096,21,Terminated,0122000838,89,2026-04-15
HRA-1171,Staff 1171,Sales,Sales Executive,61860,6,Active,0122000839,92,2026-04-15
HRA-1172,Staff 1172,Research & Development,Laboratory Technician,27096,8,Active,0122000840,84,2026-04-15
HRA-1173,Staff 1173,Research & Development,Laboratory Technician,43164,4,Active,0122000841,87,2026-04-15
HRA-1175,Staff 1175,Research & Development,Laboratory Technician,30180,1,Terminated,0122000842,88,2026-04-15
HRA-1177,Staff 1177,Research & Development,Laboratory Technician,53040,8,Active,0122000843,90,2026-04-15
HRA-1179,Staff 1179,Sales,Sales Executive,78936,10,Active,0122000844,96,2026-04-15
HRA-1180,Staff 1180,Research & Development,Research Scientist,53064,1,Active,0122000845,93,2026-04-15
HRA-1182,Staff 1182,Research & Development,Manufacturing Director,123288,7,Active,0122000846,92,2026-04-15
HRA-1184,Staff 1184,Research & Development,Healthcare Representative,64116,13,Active,0122000847,90,2026-04-15
HRA-1185,Staff 1185,Research & Development,Laboratory Technician,28512,2,Active,0122000848,82,2026-04-15
HRA-1188,Staff 1188,Sales,Sales Executive,64152,4,Terminated,0122000849,82,2026-04-15
HRA-1190,Staff 1190,Sales,Sales Representative,33924,1,Active,0122000850,86,2026-04-15
HRA-1191,Staff 1191,Research & Development,Manager,239316,5,Active,0122000851,91,2026-04-15
HRA-1192,Staff 1192,Research & Development,Laboratory Technician,37572,10,Active,0122000852,94,2026-04-15
HRA-1193,Staff 1193,Research & Development,Research Scientist,30624,1,Active,0122000853,94,2026-04-15
HRA-1195,Staff 1195,Research & Development,Research Scientist,53724,3,Active,0122000854,83,2026-04-15
HRA-1196,Staff 1196,Research & Development,Manufacturing Director,77688,14,Active,0122000855,90,2026-04-15
HRA-1198,Staff 1198,Research & Development,Laboratory Technician,36396,2,Active,0122000856,84,2026-04-15
HRA-1200,Staff 1200,Research & Development,Research Scientist,35232,6,Terminated,0122000857,97,2026-04-15
HRA-1201,Staff 1201,Research & Development,Manager,223272,7,Active,0122000858,92,2026-04-15
HRA-1202,Staff 1202,Research & Development,Research Scientist,26016,5,Active,0122000859,87,2026-04-15
HRA-1203,Staff 1203,Research & Development,Research Scientist,34236,0,Terminated,0122000860,90,2026-04-15
HRA-1204,Staff 1204,Sales,Manager,204576,26,Active,0122000861,89,2026-04-15
HRA-1206,Staff 1206,Research & Development,Research Scientist,27480,0,Active,0122000862,99,2026-04-15
HRA-1207,Staff 1207,Human Resources,Human Resources,43200,5,Active,0122000863,83,2026-04-15
HRA-1210,Staff 1210,Research & Development,Research Scientist,25284,1,Terminated,0122000864,96,2026-04-15
HRA-1211,Staff 1211,Sales,Sales Executive,49380,4,Active,0122000865,88,2026-04-15
HRA-1212,Staff 1212,Sales,Sales Executive,51924,0,Active,0122000866,91,2026-04-15
HRA-1215,Staff 1215,Research & Development,Manager,214272,2,Active,0122000867,80,2026-04-15
HRA-1216,Staff 1216,Research & Development,Laboratory Technician,38352,6,Active,0122000868,92,2026-04-15
HRA-1217,Staff 1217,Research & Development,Research Director,228972,4,Active,0122000869,88,2026-04-15
HRA-1218,Staff 1218,Sales,Sales Executive,107592,7,Active,0122000870,85,2026-04-15
HRA-1219,Staff 1219,Research & Development,Laboratory Technician,26520,1,Terminated,0122000871,94,2026-04-15
HRA-1220,Staff 1220,Sales,Sales Executive,54468,10,Active,0122000872,93,2026-04-15
HRA-1221,Staff 1221,Research & Development,Laboratory Technician,32892,7,Active,0122000873,92,2026-04-15
HRA-1224,Staff 1224,Research & Development,Laboratory Technician,41892,10,Active,0122000874,86,2026-04-15
HRA-1225,Staff 1225,Research & Development,Research Scientist,54492,20,Active,0122000875,86,2026-04-15
HRA-1226,Staff 1226,Sales,Sales Representative,32136,2,Active,0122000876,84,2026-04-15
HRA-1228,Staff 1228,Research & Development,Manufacturing Director,88548,6,Active,0122000877,85,2026-04-15
HRA-1231,Staff 1231,Human Resources,Human Resources,75264,4,Active,0122000878,93,2026-04-15
